EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10332762,RANKIN AND SCOTT CO.,Rankin and Scott,05/08/1995,1519,Tornado,0,F2,0,0,60000,0,MS,CST, , ,C,121, ,0,0, , ,7,440,0, ,15,W,Crossroads to,32.25,-89.78,32.35,-89.70,"The tornado touched down between Shiloh Road and Tower road or 1.5 miles west of Crossroads at 1515cst and traveled northeast seven miles and lifted between Interstate 20 and U.S.> Highway 80 about one mile east of the Scott county line and 1 mile northeast of Clarksburg. Major damage was don to one house. Numerous large trees were uprooted along the path of the tornado. ","",27
10358410,JACKSON CO.,Springs,05/09/1995,800,Tornado,1, ,0,0,0,0,MS,CST, , ,C,59, ,0,0, , ,4,10,0, ,0, , , , , , ,"A waterspout moved onshore then traveled northeast across Keesler Air Force Base.  Trees were knocked down, several cars damaged, and commercial signs damaged.  The tornado moved into extreme west Jackson County damaging a mobile home and a couple of storage buildings.  ","",28
10329905,JACKSON CO.,Moss Point,05/09/1995,915,Tornado,0,F1,0,0,0,0,MS,CST, , ,C,59, ,0,0, , ,1,30,10,N,0, , ,30.58,-88.50, , ,"Several houses were damaged when a tornado touched down.  Path length and width estimated. ","",29
10329906,JACKSON CO.,Ocean Springs,05/09/1995,1940,Tornado,0,F1,0,0,0,0,MS,CST, , ,C,59, ,0,0, , ,.2,25,1,N,0, , ,30.43,-88.82, , ,"A tornado touched down briefly with only minor damage reported. ","",30
10330637,HANCOCK CO.,Lakeshore,05/09/1995,2240,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,45, ,0,0, , ,.3,25,0, ,0, , ,30.25,-89.45, , ,"A tornado touched down briefly in Lakeshore with no significant damage.  Path length and width were estimated.  Several trees were blown down near Kiln. ","",31
10330629,BENTON CO.,Hickory Flat,05/15/1995,1005,Tornado,0,F0,0,0,10000,0,MS,CST, , ,C,9, ,0,0, , ,.25,20,0, ,0, , , , , , ,"A tornado briefly touched down knocking over a couple of trees and damaging several homes. ","",32
10330418,PRENTISS CO.,Booneville,05/18/1995,1540,Tornado,0,F0,0,0,10000,0,MS,CST, , ,C,117, ,0,0, , ,1,25,2,NE,0, , ,34.67,-88.52, , ,"A tornado briefly touched down just northeast of Booneville.  Several houses were damaged and a few trees were knocked down. ","",33
10329894,ITAWAMBA CO., ,05/18/1995,1644,Tornado,0,F1,0,0,10000,0,MS,CST, , ,C,57, ,0,0, , ,2,50,0, ,0, , ,34.40,-88.55,34.43,-88.52,"The tornado first touched down briefly near Tupelo.  The storm continued northeast and eventually touched down again near Mantachie in Itawamba County.  A few outbuildings were destroyed.  Some signs were blown down.  Several windows were shattered and some trees were uprooted. ","",34
10330037,LAUDERDALE CO., ,05/18/1995,2023,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,75, ,0,0, , ,.5,30,0, ,0, , ,32.28,-88.50, , ,"This tornado was sighted by a spotter. It touched down briefly and dissipated. ","",35
10330224,PEARL RIVER CO.,Poplarville,05/19/1995,10,Tornado,0,F1,0,0,0,0,MS,CST, , ,C,109, ,0,0, , ,.3,25,4,S,0, , ,30.77,-89.53, , ,"Sheriffs office reported a tornado touched down south of Poplarville damaging a mobile home and downing trees.  Tornado path length and width estimated. ","",36
10332877,YAZOO CO.,Ebenezer,07/04/1995,1845,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,163, ,0,0, , ,1,30,5,SW,0, , ,32.90,-90.17, , ,"This weak tornado was spotted by a local spotter. The tornado moved across an open field and did no damage. ","",37
10330144,LINCOLN CO.,Brookhaven,10/27/1995,1435,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,85, ,0,0, , ,1,40,5,N,0, , ,31.67,-90.45, , ,"Several trees were blown down by this weak tornado. ","",38
10329966,JEFFERSON DAVIS CO.,Bassfield,10/27/1995,1555,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,63, ,0,0, , ,2,100,7,E,0, , ,31.50,-89.85, , ,"This tornado was sighted by a volunteer spotter. The tornado did some damage to some trees, but did no structural damage. ","",39
10330145,LINCOLN CO.,Brookhaven,10/27/1995,1635,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,85, ,0,0, , ,1,40,10,NE,0, , ,31.70,-90.32, , ,"This weak tornado touched down only briefly in an open field. ","",40
10333362,WAYNE CO.,State Line,10/27/1995,1645,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,153, ,0,0, , ,.1,25,0, ,0, , ,31.43,-88.48, , ,"A tornado briefly touched down along U.S. Highway 45 near State Line.  No damage was found. ","",41
10330234,MADISON CO., ,11/11/1995,310,Tornado,0,F3,0,2,500000,0,MS,CST, , ,C,89, ,0,0, , ,15,200,0, ,0, , ,32.52,-90.40,32.55,-90.10,"The tornado began at 0310 five miles west-southwest of Flora and traveled in an easterly direction and lifted five miles southwest of Canton at around 0330. Three mobile homes were totally destroyed. A two story house was almost totally destroyed and two of the occupants were injured.  A pickup truck in front of this house was picked up and hurled into a lake nearly 100 yard behind the house. At least five houses had roof damage. Two houses under construction were leveled. Numerous trees, fences, and small buildings were blown down along the path of the tornado. ","",42
10331069,COVINGTON CO., ,11/11/1995,455,Tornado,0, ,0,2,500000,0,MS,CST, , ,C,31, ,0,0, , ,7,400,0, ,0, , ,31.73,-89.67,31.77,-89.53,"The tornado started at 0455 am one mile south of Mount Olive and moved east and lifted two miles northeast of Smith at 0505.  Seven homes were severely damaged or destroyed. There were an unknown number of houses with at least some damage. Three mobile homes were destroyed. Three metal buildings were severely damaged. Numerous cars were totalled or severely damaged. Numerous trees were blown down along the path. Four chicken houses were demolished and nearly 20,000 chickens perished. The two injuries occurred in one of the mobile homes. ","",43
10333193,WALTHALL CO.,Tylertown,11/11/1995,515,Tornado,0,F1,0,0,40000,0,MS,CST, , ,C,147, ,0,0, , ,3,20,2,N,0, , ,31.15,-90.15,31.17,-90.13,"A tornado touched down along an intermittent path, destroying a large barn and damaging a shed and two house roofs. Approximately 100 trees were reported knocked downed along the tornado path. ","",44
